task,scope,building,baseline_method,metric,num_valid_maps,mean_wallpath_value,mean_baseline_value,mean_paired_difference,median_paired_difference,wallpath_improvement_percent,wallpath_map_win_rate,building_winner
task2,overall,24,direct_extra_all_features,nlos_rmse,150,4.6840987556799165,4.973842668912497,0.28974391323258086,0.03936257030550072,5.82535340419064,0.64,wallpath_extra
task2,overall,24,direct_extra_all_features,non_anchor_rmse,150,4.554405729036209,4.836374030955991,0.28196830191978167,0.04436678569857011,5.830159125721007,0.6533333333333333,wallpath_extra
task2,overall,24,direct_extra_all_features,p90_ae,150,7.579686326980591,8.00592189470927,0.4262355677286784,0.005479693412780762,5.32400357303457,0.52,wallpath_extra
task2,overall,24,direct_extra_all_features,rmse,150,4.533556583875944,4.818046714446595,0.2844901305706512,0.04476951958651432,5.904677713431591,0.6533333333333333,wallpath_extra
task2,overall,24,direct_extra_all_features,wall_region_rmse,150,6.440432429178837,6.101396406210451,-0.3390360229683856,-0.2547436985630849,-5.556695556172841,0.20666666666666667,baseline
task2,overall,24,direct_rf_all_features,free_space_rmse,150,4.403989364238558,4.518788897483691,0.11479953324513259,0.05341034354029084,2.5404933899226783,0.6866666666666666,wallpath_extra
task2,overall,24,direct_rf_all_features,high_wall_rmse,150,4.8116695748671905,4.897901081255898,0.08623150638870837,0.0369088142652243,1.7605808071280296,0.62,wallpath_extra
task2,overall,24,direct_rf_all_features,los_rmse,146,2.739844599148385,2.3208898038373325,-0.4189547953110528,-0.37312364320402663,-18.05147295741303,0.19863013698630136,baseline
task2,overall,24,direct_rf_all_features,mae,150,3.0144671527544658,3.179276700814565,0.1648095480600993,0.1256617307662964,5.183869274979214,0.92,wallpath_extra
task2,overall,24,direct_rf_all_features,nlos_rmse,150,4.6840987556799165,4.780320285948247,0.09622153026833039,0.033154219796243334,2.012867852205922,0.64,wallpath_extra
