task,verified_seed,baseline_method,metric,num_candidate_maps,num_valid_maps,num_missing_pairs,mean_wallpath_value,mean_baseline_value,mean_paired_difference,median_paired_difference,wallpath_improvement_percent,wallpath_map_win_rate,winner
task3,33,multi_wall_residual_idw,free_space_rmse,5550,5550,0,5.195684591650217,5.6935150231172145,0.4978304314669982,0.7377171116731516,8.743815190539959,0.8594594594594595,wallpath_extra
task3,33,multi_wall_residual_idw,wall_region_rmse,5550,5550,0,7.185751455117048,8.006043487465565,0.8202920323485176,0.6109438474052351,10.245910275566002,0.8183783783783783,wallpath_extra
task3,33,direct_extra_all_features,rmse,5550,5550,0,5.32388381842928,7.835648297584545,2.5117644791552665,1.532504404708833,32.0556051492198,0.9293693693693694,wallpath_extra
task3,33,direct_extra_all_features,non_anchor_rmse,5550,5550,0,5.3449299702004485,7.848561595033299,2.5036316248328494,1.5271470924701127,31.899241593735987,0.9286486486486486,wallpath_extra
task3,33,direct_extra_all_features,mae,5550,5550,0,3.7438436886748754,6.263995720878378,2.5201520322035025,1.5462188720703123,40.232339619959234,0.9672072072072072,wallpath_extra
task3,33,direct_extra_all_features,p90_ae,5550,5550,0,8.822854963637687,12.652214575286385,3.829359611648697,2.4056856632232653,30.266318903005327,0.9185585585585586,wallpath_extra
task3,33,direct_extra_all_features,los_rmse,5550,5267,283,4.247359907264938,8.813306697961929,4.565946790696991,4.9054187953866295,51.80741970267371,0.8722232770077843,wallpath_extra
task3,33,direct_extra_all_features,nlos_rmse,5550,5550,0,5.4228586270203305,7.625783911897745,2.202925284877415,0.9453123949580529,28.887853502384345,0.896036036036036,wallpath_extra
task3,33,direct_extra_all_features,high_wall_rmse,5550,5550,0,5.607143903545521,7.792005092061331,2.18486118851581,0.7603223522208249,28.03978132331812,0.8648648648648649,wallpath_extra
task3,33,direct_extra_all_features,free_space_rmse,5550,5550,0,5.195684591650217,7.809507372044902,2.6138227803946856,1.6393825959089683,33.46975239118395,0.9401801801801801,wallpath_extra
task3,33,direct_extra_all_features,wall_region_rmse,5550,5550,0,7.185751455117048,8.274449678463231,1.0886982233461822,0.030928722456951885,13.15734901596962,0.52,wallpath_extra
