task,scope,baseline_method,metric,num_buildings,buildings,cluster_mean_paired_difference,cluster_median_paired_difference,cluster_mean_improvement_percent,bootstrap_iterations,confidence,difference_ci_low,difference_ci_high,improvement_percent_ci_low,improvement_percent_ci_high,bootstrap_probability_wallpath_better,wallpath_building_wins,baseline_building_wins,building_ties,sign_test_p_two_sided,difference_ci_excludes_zero
task3,Ant1-f1 source-like,direct_rf_all_features,nlos_rmse,5,"B21,B22,B23,B24,B25",-0.07003058659085894,-0.050517681214241855,-2.382637108475678,20000,0.95,-0.15873241331321247,0.015805277093743953,-4.9442940383813845,0.17901982143002768,0.0569,2,3,0,1.0,False
task3,Ant1-f1 source-like,direct_rf_all_features,non_anchor_rmse,5,"B21,B22,B23,B24,B25",-0.07869740898169342,-0.054699747635546137,-2.7698252056229586,20000,0.95,-0.17051477138621868,0.005500858627206948,-5.367065201593716,-0.17258520965220087,0.0353,2,3,0,1.0,False
task3,Ant1-f1 source-like,direct_rf_all_features,p90_ae,5,"B21,B22,B23,B24,B25",-0.032529335657755495,-0.09012028694152831,-0.9466824826140467,20000,0.95,-0.1397834981282552,0.10041623115539552,-3.087355201054585,1.3779856036371814,0.25155,2,3,0,1.0,False
task3,Ant1-f1 source-like,direct_rf_all_features,rmse,5,"B21,B22,B23,B24,B25",-0.07724506312244767,-0.05381340863383739,-2.7341896322352097,20000,0.95,-0.16210920111202082,0.006908884775682485,-5.341213307780636,-0.1271659566897842,0.0308,2,3,0,1.0,False
task3,Ant1-f1 source-like,direct_rf_all_features,wall_region_rmse,5,"B21,B22,B23,B24,B25",-0.21980158226255314,-0.2335523214398786,-5.073780807992504,20000,0.95,-0.34259471597175734,-0.10712315051448015,-7.169965871291531,-2.5976831310051756,0.0,0,5,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,free_space_rmse,5,"B21,B22,B23,B24,B25",0.6853413297161721,0.6988591461157254,20.288490557979234,20000,0.95,0.6215608311279485,0.7470255896179003,16.283275499435785,25.087438035251946,1.0,5,0,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,high_wall_rmse,5,"B21,B22,B23,B24,B25",0.6996415229158301,0.6894668218239657,18.75120815547545,20000,0.95,0.6483457406549948,0.7514691276250651,15.285268645258077,22.60394877878473,1.0,5,0,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,los_rmse,5,"B21,B22,B23,B24,B25",1.6875766001723072,1.7957562728592114,56.61334635158629,20000,0.95,1.397106971968811,1.9379869593554837,52.18229235672012,61.06291631655169,1.0,5,0,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,mae,5,"B21,B22,B23,B24,B25",0.537130791982015,0.56515043258667,23.42852473464057,20000,0.95,0.4771458752950033,0.5959330183664958,17.297935895184636,29.7568487504356,1.0,5,0,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,nlos_rmse,5,"B21,B22,B23,B24,B25",0.6859466361437703,0.6843259185043344,19.138856783062288,20000,0.95,0.6305028052372101,0.7436793657025237,15.552823982472727,23.309411985720043,1.0,5,0,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,non_anchor_rmse,5,"B21,B22,B23,B24,B25",0.7187319587638485,0.7228967801263048,20.319477461138455,20000,0.95,0.656432762114079,0.775703647962441,16.71936487509138,24.57503856406555,1.0,5,0,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,p90_ae,5,"B21,B22,B23,B24,B25",0.777970462481181,0.7944709237416585,14.898871640377203,20000,0.95,0.7056413170496623,0.8303404846191406,11.11369425142114,19.296725876903327,1.0,5,0,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,rmse,5,"B21,B22,B23,B24,B25",0.714359405877294,0.7188950349912456,20.299537999113873,20000,0.95,0.6518383943767666,0.7707806365282862,16.701430418715194,24.57293251195106,1.0,5,0,0,0.0625,True
task3,Ant1-f1 source-like,multi_wall_residual_idw,wall_region_rmse,5,"B21,B22,B23,B24,B25",0.9701351779253203,0.8713358211073944,18.133765665322777,20000,0.95,0.844559117006544,1.1187442045728198,15.956076121039278,20.806085125438223,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,free_space_rmse,5,"B21,B22,B23,B24,B25",1.170037581487866,0.8839996769024151,15.404697703587852,20000,0.95,0.4827605288228328,2.190006185809905,8.373562594069366,23.253026406717368,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,high_wall_rmse,5,"B21,B22,B23,B24,B25",1.1870491779050822,0.9123270884444566,13.98463432868186,20000,0.95,0.3878912043544269,2.3416412829877244,6.141382289456042,22.703207440651614,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,los_rmse,5,"B21,B22,B23,B24,B25",-0.42475166413575016,-0.2779957873918329,-13.70800247145942,20000,0.95,-1.5855048835419914,0.5332265317212377,-50.80431866163569,16.570854148974952,0.24215,2,3,0,1.0,False
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,mae,5,"B21,B22,B23,B24,B25",1.1631339261531828,0.7714016739527384,21.624665376270094,20000,0.95,0.6500755739212035,1.9633345595200855,15.023193643073188,28.226137109467004,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,nlos_rmse,5,"B21,B22,B23,B24,B25",1.1112326317739096,0.8629880349624226,13.758288466399677,20000,0.95,0.36205073911395413,2.1682645737927198,6.291044813897068,22.043546116643764,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,non_anchor_rmse,5,"B21,B22,B23,B24,B25",1.0898126438343811,0.8307924313182974,14.011282103896786,20000,0.95,0.41971515017750516,2.0675229549296743,7.084268163500927,21.62785261462318,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,p90_ae,5,"B21,B22,B23,B24,B25",1.920369555155436,1.710310405095418,14.447768032923964,20000,0.95,0.5779913231531779,3.6467042563756307,6.125730470722246,22.769805595125682,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,rmse,5,"B21,B22,B23,B24,B25",1.0954563633423526,0.8377972773701562,14.122226319944152,20000,0.95,0.4227510030683598,2.0758783767344484,7.17213592404814,21.760380192130597,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,wall_region_rmse,5,"B21,B22,B23,B24,B25",0.2518349981466533,0.1850170318439217,1.4689505102255944,20000,0.95,-0.3521765604386665,0.9287667439071351,-5.024779241947058,8.058064799631273,0.75385,3,2,0,1.0,False
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,free_space_rmse,5,"B21,B22,B23,B24,B25",0.233967088361576,0.16014420264125537,4.2603121904807315,20000,0.95,0.05441050639660905,0.41427854854408236,0.933091395020582,8.58451803509396,0.9998,4,1,0,0.375,True
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,high_wall_rmse,5,"B21,B22,B23,B24,B25",0.2368181940118422,0.13047853125216466,3.8377482269445005,20000,0.95,0.029230668157288763,0.44688917194903144,0.3902797554140159,7.930680852579139,0.9926,4,1,0,0.375,True
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,los_rmse,5,"B21,B22,B23,B24,B25",-0.592743737535858,-0.4246742007849564,-16.679975877301683,20000,0.95,-1.2807551516415892,-0.059567833383839995,-34.11003749689824,-1.4439157914827163,0.00805,1,4,0,0.375,True
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,mae,5,"B21,B22,B23,B24,B25",0.2722006637255351,0.21707610448201498,7.25655456396823,20000,0.95,0.12672723579406736,0.44490444453557326,3.09120046912328,13.499624625055436,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,nlos_rmse,5,"B21,B22,B23,B24,B25",0.21773765289651498,0.13718683653505567,3.746687148772517,20000,0.95,0.030942966663610155,0.4061309956459116,0.45064682872581024,7.8468370134254375,0.99255,4,1,0,0.375,True
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,non_anchor_rmse,5,"B21,B22,B23,B24,B25",0.19931885602267468,0.12627055628658634,3.558612069928551,20000,0.95,0.026760255326038474,0.38089688756793927,0.40555210206831716,7.697001090593597,0.993,4,1,0,0.375,True
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,p90_ae,5,"B21,B22,B23,B24,B25",0.4571986198425293,0.21267388184865318,4.653359809344882,20000,0.95,0.08948493862152099,0.8304184211095172,0.8042856336935145,9.276258922258817,0.9965,4,1,0,0.375,True
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,rmse,5,"B21,B22,B23,B24,B25",0.20122529923426152,0.12750706962025052,3.602264355328667,20000,0.95,0.028021064127699846,0.383336969341312,0.4294410774982903,7.763331075539284,0.99455,4,1,0,0.375,True
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,wall_region_rmse,5,"B21,B22,B23,B24,B25",-0.14589849580467873,-0.12868261332279046,-1.926938490558983,20000,0.95,-0.2869146913173631,-0.009871414319101634,-3.9520197930760164,-0.0854830355408502,0.0143,1,4,0,0.375,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,free_space_rmse,5,"B21,B22,B23,B24,B25",0.8270536026350364,0.9280325694216865,13.699237649529845,20000,0.95,0.6284763537562754,0.9762251214483368,9.399867247941524,16.708085106692533,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,high_wall_rmse,5,"B21,B22,B23,B24,B25",0.7913331385923001,0.9033459769630412,11.913326193088576,20000,0.95,0.5880158997505613,0.9765214704084098,8.305153613458472,14.34653837517376,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,los_rmse,5,"B21,B22,B23,B24,B25",2.4285759384847263,2.4476921308552675,41.201235923202354,20000,0.95,2.0917088423575625,2.7404539184330643,36.21548008011108,46.0699223647484,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,mae,5,"B21,B22,B23,B24,B25",0.7413044881820678,0.8479983536402385,17.46959803280835,20000,0.95,0.4895045210520427,0.9349985373814901,9.971812201506538,23.97152516750979,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,nlos_rmse,5,"B21,B22,B23,B24,B25",0.7972080866310103,0.9034808516447859,12.471695213364097,20000,0.95,0.6081883514442238,0.9550171071831477,8.90741702833128,14.721760973083747,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,non_anchor_rmse,5,"B21,B22,B23,B24,B25",0.8650616696224407,0.9613965987746405,13.71245789517964,20000,0.95,0.6998592560966189,0.9937470048359728,10.081744199684291,16.24901446843541,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,p90_ae,5,"B21,B22,B23,B24,B25",0.9277228657404581,1.0930356645584107,9.486546345173327,20000,0.95,0.6416251138051352,1.1259401858647664,6.017274378551077,11.959875864698873,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,rmse,5,"B21,B22,B23,B24,B25",0.8559134874613191,0.9538190142186626,13.641898689559563,20000,0.95,0.6900183232325641,0.9851620058950271,9.98319342463539,16.18995910612254,1.0,5,0,0,0.0625,True
task3,Ant1-f2-f3 frequency shift,multi_wall_residual_idw,wall_region_rmse,5,"B21,B22,B23,B24,B25",1.025055044568814,1.0521545102926824,10.978869515229002,20000,0.95,0.746055600494713,1.2887344715338926,8.878789806601782,12.201526086953967,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,free_space_rmse,5,"B21,B22,B23,B24,B25",2.8296307109477925,2.4929793566406198,34.23874821482015,20000,0.95,2.113399233051696,3.9650333901798156,29.914771484962632,38.74710523173598,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,high_wall_rmse,5,"B21,B22,B23,B24,B25",2.3699960434855947,2.0289348732978625,27.714438423980802,20000,0.95,1.420226362722903,3.71586324486902,21.238792691112117,34.19019389554972,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,los_rmse,5,"B21,B22,B23,B24,B25",5.089765394926607,5.129894440278131,53.47462517190918,20000,0.95,4.435584171821293,5.618910036548313,44.741994282952724,61.55983479246278,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,mae,5,"B21,B22,B23,B24,B25",2.7257760767680077,2.3521866344743305,41.189941764081034,20000,0.95,2.0888463749074275,3.7930352352683743,36.740226868711325,45.750263652271,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,nlos_rmse,5,"B21,B22,B23,B24,B25",2.3871863670243982,2.031458858100673,28.894825453552716,20000,0.95,1.5257015277240078,3.6654533470595227,23.098195360683917,35.348593878498924,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,non_anchor_rmse,5,"B21,B22,B23,B24,B25",2.7123968445779507,2.4150026769417803,32.65306680489604,20000,0.95,2.001751554433583,3.81517981458391,28.26919125709868,37.21051469548945,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,p90_ae,5,"B21,B22,B23,B24,B25",4.146097013470199,3.8993443043695555,31.157110653281553,20000,0.95,3.0129542995989325,5.660131859729687,26.70603184810643,35.60818945845667,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,rmse,5,"B21,B22,B23,B24,B25",2.7202529565116778,2.42034390921252,32.80095208708399,20000,0.95,1.982004664562281,3.8254260466523755,28.424392781425148,37.353111431330376,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,wall_region_rmse,5,"B21,B22,B23,B24,B25",1.1704419808561382,0.780679041983582,11.893687826091945,20000,0.95,0.28759652659725915,2.2132575082161425,4.037646640749879,20.269141716934957,0.99965,4,1,0,0.375,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,free_space_rmse,5,"B21,B22,B23,B24,B25",0.6651639966895523,0.6151895093336941,11.603423594268754,20000,0.95,0.4487833355460733,0.8882203062030373,7.82759946708053,16.893367989446908,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,high_wall_rmse,5,"B21,B22,B23,B24,B25",0.5727315589246356,0.509124399911663,9.402858315373853,20000,0.95,0.3232660165702337,0.8339317496585616,5.313487421783215,14.68178472412641,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,los_rmse,5,"B21,B22,B23,B24,B25",0.9385815304435061,1.0032460203239681,18.373910621674064,20000,0.95,0.7090710555213597,1.1328467016892199,12.190718490774184,24.792816389117654,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,mae,5,"B21,B22,B23,B24,B25",0.6421733826191889,0.5887386641982529,15.089932423779368,20000,0.95,0.4593178209248516,0.8318334851207005,10.641352441245232,21.560139536307368,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,nlos_rmse,5,"B21,B22,B23,B24,B25",0.587333581490043,0.5380618530905728,10.005461738879013,20000,0.95,0.36429750902465285,0.8213926866156858,6.240095903243312,15.11687656774719,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,non_anchor_rmse,5,"B21,B22,B23,B24,B25",0.6187316065708071,0.5739315476678175,10.641995036834901,20000,0.95,0.40834592761760236,0.8431165977463291,7.017468742303147,15.804676463942531,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,p90_ae,5,"B21,B22,B23,B24,B25",1.1082684309283892,1.0460122854345375,11.479870324801356,20000,0.95,0.7601252046061887,1.4990600195527077,7.623488364349382,17.141344282377435,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,rmse,5,"B21,B22,B23,B24,B25",0.62113734038533,0.5760836393900367,10.712327249730103,20000,0.95,0.41018454752518424,0.8459107877017136,7.074172680281869,15.892972582839544,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,wall_region_rmse,5,"B21,B22,B23,B24,B25",0.08236912368806475,0.09336768969112959,1.046409290669992,20000,0.95,-0.09587367020406727,0.23978625338174644,-1.553628012553937,3.3629417291659243,0.83505,4,1,0,0.375,False
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,free_space_rmse,5,"B21,B22,B23,B24,B25",0.4563720836517201,0.5599520262910588,8.471446964895302,20000,0.95,0.1934206981868589,0.6750844698087762,3.895974314434215,12.143898481160782,0.99955,4,1,0,0.375,True
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,high_wall_rmse,5,"B21,B22,B23,B24,B25",0.38856848709529923,0.5468997665820916,6.522772936135505,20000,0.95,0.12287610229489965,0.6481139305852291,2.178978048914968,10.86656782335604,0.99785,4,1,0,0.375,True
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,los_rmse,5,"B21,B22,B23,B24,B25",1.574678841410515,1.6578008276300265,26.738943556017595,20000,0.95,1.3827524666987299,1.7452048503602484,21.90563063351695,32.63470135020329,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,mae,5,"B21,B22,B23,B24,B25",0.38312411711033845,0.3960333692737752,10.24224908297309,20000,0.95,0.08421059137417211,0.6305520916730166,3.0779008852063887,16.22781210357676,0.99415,4,1,0,0.375,True
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,nlos_rmse,5,"B21,B22,B23,B24,B25",0.43987791865713194,0.5603395084469853,7.714949705655457,20000,0.95,0.1982907088451396,0.6642626641948243,3.6312766806875247,11.452651852231622,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,non_anchor_rmse,5,"B21,B22,B23,B24,B25",0.5030575751789164,0.5918825564462048,8.923242196766832,20000,0.95,0.28574133798526735,0.7034780141399566,5.068388621474829,12.43032762730688,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,p90_ae,5,"B21,B22,B23,B24,B25",0.41961701997452316,0.4384431971444024,4.937968991110307,20000,0.95,0.03389804012245599,0.7635305414762762,0.9840207562133845,8.671076234340827,0.9839,4,1,0,0.375,True
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,rmse,5,"B21,B22,B23,B24,B25",0.49403042994994656,0.5809555146664156,8.813822388133516,20000,0.95,0.2755859727557123,0.6954644901258714,4.934456557082774,12.352721399183562,1.0,5,0,0,0.0625,True
task3,Ant2-Ant5 additional antennas across frequencies,multi_wall_residual_idw,wall_region_rmse,5,"B21,B22,B23,B24,B25",0.7951105308622103,0.8590463966153957,9.760412272863434,20000,0.95,0.5366869419504606,0.9974978716521491,6.970509665069921,12.18498640825961,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,free_space_rmse,5,"B21,B22,B23,B24,B25",2.5495885349982634,2.245044153090315,32.208896845846375,20000,0.95,1.867283160629481,3.619359445300912,27.74673366768049,36.88162291187605,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,high_wall_rmse,5,"B21,B22,B23,B24,B25",2.153033268379281,1.8470871780659952,26.018875871871263,20000,0.95,1.2667405577782944,3.4508312748485515,19.465402082311527,33.320317926593205,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,los_rmse,5,"B21,B22,B23,B24,B25",4.339635089661586,4.3612956098402424,50.80243395455044,20000,0.95,3.66023418033393,4.902363239307737,40.84329980272448,59.52975960135858,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,mae,5,"B21,B22,B23,B24,B25",2.46163981416204,2.107709507863443,39.202053253936825,20000,0.95,1.8735172679474403,3.4429635838560158,34.597734956509655,43.945911583686865,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,nlos_rmse,5,"B21,B22,B23,B24,B25",2.1610658981163335,1.8418938250308408,27.09478172521048,20000,0.95,1.3559278875811744,3.357740656203178,21.192322925062047,33.6142272422493,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,non_anchor_rmse,5,"B21,B22,B23,B24,B25",2.439950917801922,2.173083390629674,30.61493722525227,20000,0.95,1.739148640123299,3.4768933507099633,26.113373871516593,35.38574945621114,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,p90_ae,5,"B21,B22,B23,B24,B25",3.757565841345458,3.530029186400565,29.29544829030804,20000,0.95,2.6554899297891796,5.22088753177597,24.582928509068704,34.00796807154738,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,rmse,5,"B21,B22,B23,B24,B25",2.447346354872978,2.178060221162701,30.76157272865524,20000,0.95,1.7703383742992589,3.486699729864207,26.265562240258692,35.529754275857165,1.0,5,0,0,0.0625,True
task3,overall,direct_extra_all_features,wall_region_rmse,5,"B21,B22,B23,B24,B25",1.0225923239480461,0.6873858793771296,10.53319615908689,20000,0.95,0.20562360813349403,1.9860309610455413,2.919717688245026,18.56373184846397,0.99845,4,1,0,0.375,True
task3,overall,direct_rf_all_features,free_space_rmse,5,"B21,B22,B23,B24,B25",0.5935654946381685,0.5475692422946993,10.667815337555307,20000,0.95,0.3918723284829681,0.7971882939118349,7.078864913496095,15.688067608153105,1.0,5,0,0,0.0625,True
task3,overall,direct_rf_all_features,high_wall_rmse,5,"B21,B22,B23,B24,B25",0.5135201856723046,0.45197671159775027,8.641012171610795,20000,0.95,0.2806274318325353,0.7588658291655876,4.647406997209883,13.799533616582034,1.0,5,0,0,0.0625,True
task3,overall,direct_rf_all_features,los_rmse,5,"B21,B22,B23,B24,B25",0.7353059830691249,0.7860617176153492,15.909023951154131,20000,0.95,0.45743429717630973,0.9589219514565667,8.808428592009198,22.641091437568285,1.0,5,0,0,0.0625,True
task3,overall,direct_rf_all_features,mae,5,"B21,B22,B23,B24,B25",0.5788578326458687,0.5314509458012051,14.115567444291376,20000,0.95,0.4084768791671272,0.7603189326728786,9.750930756755755,20.533863606972325,1.0,5,0,0,0.0625,True
task3,overall,direct_rf_all_features,nlos_rmse,5,"B21,B22,B23,B24,B25",0.5244256524239187,0.4783537013578372,9.172476662643877,20000,0.95,0.3163240973964613,0.7440735413866587,5.454372252998534,14.148645207568865,1.0,5,0,0,0.0625,True
task3,overall,direct_rf_all_features,non_anchor_rmse,5,"B21,B22,B23,B24,B25",0.5495309526677095,0.5077698277673166,9.72768629120681,20000,0.95,0.35372902296645725,0.7602534031010018,6.2157325830798715,14.70786387391764,1.0,5,0,0,0.0625,True
task3,overall,direct_rf_all_features,p90_ae,5,"B21,B22,B23,B24,B25",0.9982262062095666,0.926112074465365,10.618425428382434,20000,0.95,0.6675338353623858,1.3766094633337258,6.893985602555524,16.05873228771797,1.0,5,0,0,0.0625,True
task3,overall,direct_rf_all_features,rmse,5,"B21,B22,B23,B24,B25",0.5518487599434418,0.5097720820785419,9.795717528383353,20000,0.95,0.3555008646425082,0.7576620798162015,6.270055412365535,14.735930834093177,1.0,5,0,0,0.0625,True
task3,overall,direct_rf_all_features,wall_region_rmse,5,"B21,B22,B23,B24,B25",0.048193180222474444,0.06710484496558818,0.5937457708163857,20000,0.95,-0.10820327101220158,0.20234477588972713,-1.766628741258192,2.920308780441665,0.7244,3,2,0,1.0,False
task3,overall,multi_wall_residual_idw,free_space_rmse,5,"B21,B22,B23,B24,B25",0.5000807450945618,0.6124622451622193,9.330369937447044,20000,0.95,0.2531535636975656,0.6980039591513509,4.8894086395805285,12.696138022704718,1.0,5,0,0,0.0625,True
task3,overall,multi_wall_residual_idw,high_wall_rmse,5,"B21,B22,B23,B24,B25",0.43886588974460256,0.600728908215766,7.43359200849649,20000,0.95,0.18853837240870638,0.6781203602665402,3.3224836168554446,11.415861889116545,1.0,5,0,0,0.0625,True
task3,overall,multi_wall_residual_idw,los_rmse,5,"B21,B22,B23,B24,B25",1.6562643286950252,1.7816177673094946,28.725653497522682,20000,0.95,1.4504067316787543,1.824154631892305,23.93671870252301,34.54284215038608,1.0,5,0,0,0.0625,True
task3,overall,multi_wall_residual_idw,mae,5,"B21,B22,B23,B24,B25",0.4223298566155247,0.4456270273920294,11.320476692367498,20000,0.95,0.13698245821056423,0.6562848931604677,3.484187664006312,17.18551937053624,0.9987,4,1,0,0.375,True
task3,overall,multi_wall_residual_idw,nlos_rmse,5,"B21,B22,B23,B24,B25",0.4831540021451678,0.6105700666454443,8.526707872338134,20000,0.95,0.2557908857372029,0.6895747586751765,4.578669293836521,11.951638089548542,1.0,5,0,0,0.0625,True
task3,overall,multi_wall_residual_idw,non_anchor_rmse,5,"B21,B22,B23,B24,B25",0.5453856189839605,0.6421560016037822,9.729816528172806,20000,0.95,0.3492812639280055,0.7285450088525736,5.995817210601091,12.798654146445756,1.0,5,0,0,0.0625,True
task3,overall,multi_wall_residual_idw,p90_ae,5,"B21,B22,B23,B24,B25",0.48153436835463703,0.5176463582494237,5.667492991921576,20000,0.95,0.13387389317647114,0.7942537366448936,1.8460359773289319,9.081537889121895,0.9967,4,1,0,0.375,True
task3,overall,multi_wall_residual_idw,rmse,5,"B21,B22,B23,B24,B25",0.5365572358485994,0.6314746891460244,9.626866756786157,20000,0.95,0.34002972847415514,0.720707313835141,5.933825602053498,12.978829589369951,1.0,5,0,0,0.0625,True
task3,overall,multi_wall_residual_idw,wall_region_rmse,5,"B21,B22,B23,B24,B25",0.8237102459287111,0.8693155298948779,10.140896613775395,20000,0.95,0.5743453151609036,1.0198723482255474,7.392083199475915,12.303991558295548,1.0,5,0,0,0.0625,True
