scenario,config,source_file,_source_row,coord,distance_m,pl_db,num_brick_wall,num_wood_wall,num_glass_wall,num_drywall,num_column,elevator,missing_wall_columns
Comms,C1,PL_Comms_C1.csv,453,L-38,11.40175425,97.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,454,M-38,12.04159458,100.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,455,N-38,12.72792206,103.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,456,O-38,13.45362405,98.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,457,P-38,14.2126704,97.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,458,A-39,10.77032961,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,459,B-39,10.44030651,81.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,460,C-39,10.19803903,85.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,461,D-39,10.04987562,100.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,462,E-39,10.0,96.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,463,F-39,10.04987562,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,464,G-39,10.19803903,80.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,465,H-39,10.44030651,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,466,I-39,10.77032961,92.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,467,J-39,11.18033989,96.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,468,K-39,11.66190379,92.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,469,L-39,12.20655562,103.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,470,M-39,12.80624847,98.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,471,N-39,13.45362405,98.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,472,O-39,14.14213562,106.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,473,P-39,14.86606875,97.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,474,A-40,11.70469991,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,475,B-40,11.40175425,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,476,C-40,11.18033989,88.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,477,D-40,11.04536102,87.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,478,E-40,11.0,99.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,479,F-40,11.04536102,91.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,480,G-40,11.18033989,83.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,481,H-40,11.40175425,87.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,482,I-40,11.70469991,98.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,483,J-40,12.08304597,91.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,484,K-40,12.52996409,94.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,485,L-40,13.03840481,94.0,2.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,486,M-40,13.60147051,93.0,2.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,487,N-40,14.2126704,97.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,488,O-40,14.86606875,98.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,489,A-41,12.64911064,97.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,490,B-41,12.36931688,103.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,491,C-41,12.16552506,96.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,492,D-41,12.04159458,98.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,493,E-41,12.0,97.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,494,F-41,12.04159458,83.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,495,G-41,12.16552506,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,496,H-41,12.36931688,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,497,I-41,12.64911064,99.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,498,J-41,13.0,108.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,499,K-41,13.41640786,94.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,500,L-41,13.89244399,104.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,501,M-41,14.4222051,95.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,502,N-41,15.0,98.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,503,O-41,15.62049935,97.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,504,A-42,13.60147051,92.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,505,B-42,13.34166406,98.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,506,C-42,13.15294644,105.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,507,D-42,13.03840481,98.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,508,E-42,13.0,100.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,509,F-42,13.03840481,95.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,510,G-42,13.15294644,84.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,511,H-42,13.34166406,87.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,512,J-42,13.92838828,103.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,513,K-42,14.31782106,92.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,514,L-42,14.76482306,91.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,515,M-42,15.26433752,100.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,516,N-42,15.8113883,102.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,517,O-42,16.40121947,94.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,518,P-42,17.02938637,110.0,4.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,519,A-43,14.56021978,98.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,520,B-43,14.31782106,97.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,521,C-43,14.14213562,95.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,522,D-43,14.03566885,104.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,523,E-43,14.0,94.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,524,F-43,14.03566885,83.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,525,G-43,14.14213562,85.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,526,H-43,14.31782106,95.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,527,K-43,15.23154621,110.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,528,L-43,15.65247584,93.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,529,M-43,16.1245155,90.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,530,N-43,16.64331698,110.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,531,O-43,17.20465053,109.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,532,P-43,17.80449381,105.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,533,A-44,15.5241747,94.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,534,B-44,15.29705854,104.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,535,C-44,15.13274595,94.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,536,D-44,15.03329638,105.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,537,E-44,15.0,103.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,538,F-44,15.03329638,85.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,539,G-44,15.13274595,87.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,540,H-44,15.29705854,100.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,541,I-44,15.5241747,97.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,542,J-44,15.8113883,103.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,543,K-44,16.15549442,97.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,544,L-44,16.55294536,104.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,545,A-45,16.4924225,105.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,546,B-45,16.2788206,108.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,547,C-45,16.1245155,112.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,548,D-45,16.03121954,114.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,549,E-45,16.0,105.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,550,F-45,16.03121954,83.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,551,G-45,16.1245155,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,552,H-45,16.2788206,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,553,I-45,16.4924225,104.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,554,J-45,16.76305461,100.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,555,K-45,17.08800749,105.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,556,L-45,17.4642492,109.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,557,A-46,17.4642492,99.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,558,B-46,17.2626765,110.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,559,C-46,17.11724277,110.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,560,D-46,17.02938637,107.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,561,E-46,17.0,95.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,562,F-46,17.02938637,96.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,563,G-46,17.11724277,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,564,H-46,17.2626765,87.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,565,J-46,17.72004515,105.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,566,K-46,18.02775638,106.0,4.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,567,L-46,18.38477631,108.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,568,B-47,18.24828759,102.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,569,C-47,18.11077028,105.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,570,D-47,18.02775638,118.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,571,E-47,18.0,114.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,572,F-47,18.02775638,93.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,573,G-47,18.11077028,86.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,574,H-47,18.24828759,83.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,575,J-47,18.68154169,100.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,576,K-47,18.97366596,104.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,577,L-47,19.31320792,104.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,578,A-48,19.41648784,114.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,579,B-48,19.23538406,110.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,580,C-48,19.10497317,99.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,581,D-48,19.02629759,111.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,582,E-48,19.0,102.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,583,F-48,19.02629759,87.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,584,G-48,19.10497317,86.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,585,H-48,19.23538406,86.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,586,J-48,19.6468827,108.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,587,K-48,19.92485885,109.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,588,L-48,20.24845673,112.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,589,A-49,20.39607805,109.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,590,B-49,20.22374842,112.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,591,C-49,20.09975124,106.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,592,D-49,20.02498439,97.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,593,E-49,20.0,105.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,594,F-49,20.02498439,90.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,595,G-49,20.09975124,95.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,596,H-49,20.22374842,97.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,597,I-49,20.39607805,109.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,598,J-49,20.61552813,104.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,599,K-49,20.88061302,110.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,600,L-49,21.1896201,112.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,601,A-50,21.37755833,100.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,602,B-50,21.21320344,115.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,603,C-50,21.09502311,104.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,604,D-50,21.02379604,110.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,605,E-50,21.0,101.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,606,F-50,21.02379604,94.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,607,G-50,21.09502311,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,608,H-50,21.21320344,87.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,609,I-50,21.37755833,110.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,610,J-50,21.58703314,107.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,611,K-50,21.84032967,103.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,612,A-51,22.36067977,112.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,613,B-51,22.20360331,113.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,614,C-51,22.09072203,115.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,615,D-51,22.02271555,105.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,616,E-51,22.0,115.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,617,F-51,22.02271555,94.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,618,G-51,22.09072203,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,619,H-51,22.20360331,98.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,620,I-51,22.36067977,103.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,621,J-51,22.56102835,108.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,622,K-51,22.8035085,104.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,623,L-51,23.08679276,120.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,624,M-51,23.40939982,105.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,625,N-51,23.76972865,120.0,6.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,626,O-51,24.16609195,110.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,627,P-51,24.59674775,112.0,6.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,628,A-52,23.34523506,105.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,629,B-52,23.19482701,108.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,630,C-52,23.08679276,116.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,631,D-52,23.02172887,108.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,632,E-52,23.0,100.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,633,F-52,23.02172887,89.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,634,G-52,23.08679276,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,635,H-52,23.19482701,115.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,636,I-52,23.34523506,113.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,637,J-52,23.53720459,107.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,638,K-52,23.76972865,121.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,639,L-52,24.04163056,112.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,640,M-52,24.35159132,108.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,641,N-52,24.69817807,113.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,642,O-52,25.07987241,109.0,7.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,643,P-52,25.49509757,106.0,6.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,644,A-53,24.33105012,108.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,645,B-53,24.18677324,119.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,646,C-53,24.08318916,109.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,647,D-53,24.0208243,110.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,648,E-53,24.0,114.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,649,F-53,24.0208243,92.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,650,G-53,24.08318916,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,651,H-53,24.18677324,96.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,652,I-53,24.33105012,100.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,653,J-53,24.51530134,109.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,654,K-53,24.73863375,113.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,655,L-53,25.0,108.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,656,M-53,25.29822128,105.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,657,N-53,25.63201124,108.0,6.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,658,O-53,26.0,112.0,7.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,659,P-53,26.40075756,123.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,660,A-54,25.3179778,114.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,661,C-54,25.07987241,113.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,662,D-54,25.01999201,104.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,663,E-54,25.0,106.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,664,F-54,25.01999201,92.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,665,G-54,25.07987241,96.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,666,H-54,25.17935662,95.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,667,I-54,25.3179778,104.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,668,J-54,25.49509757,103.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,669,K-54,25.70992026,108.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,670,L-54,25.96150997,114.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,671,M-54,26.2488095,118.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,672,N-54,26.57066051,111.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,673,O-54,26.92582404,111.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,674,A-55,26.30589288,117.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,675,B-55,26.17250466,116.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,676,C-55,26.07680962,112.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,677,D-55,26.01922366,117.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,678,E-55,26.0,106.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,679,F-55,26.01922366,90.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,680,G-55,26.07680962,88.0,4.0,0.0,0.0,0.0,0.0,,elevator
