scenario,config,source_file,_source_row,coord,distance_m,pl_db,num_brick_wall,num_wood_wall,num_glass_wall,num_drywall,num_column,elevator,missing_wall_columns
Comms,C2,PL_Comms_C2.csv,191,C-20,9.299259379,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,192,D-20,9.136532439,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,193,E-20,9.081642197,99.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,194,F-20,9.136532439,83.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,195,G-20,9.299259379,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,196,H-20,9.564320415,79.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,197,J-20,10.36707408,98.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,198,K-20,10.88467845,84.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,199,L-20,11.46630826,93.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,200,M-20,12.10273626,88.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,201,N-20,12.78578214,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,202,O-20,13.50837611,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,203,P-20,14.26450928,99.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,204,A-21,9.026418171,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,205,B-21,8.629960892,86.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,206,C-21,8.335239949,91.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,207,D-21,8.153295346,86.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,208,E-21,8.09173807,91.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,209,F-21,8.153295346,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,210,G-21,8.335239949,86.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,211,H-21,8.629960892,92.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,212,I-21,9.026418171,95.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,213,J-21,9.511899127,85.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,214,K-21,10.07354084,87.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,215,L-21,10.69935629,91.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,216,M-21,11.37876202,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,217,N-21,12.10273626,95.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,218,O-21,12.86375626,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,219,P-21,13.65562979,96.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,220,B-22,7.712083052,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,221,C-22,7.380801108,86.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,222,D-22,7.174693373,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,223,E-22,7.104662202,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,224,F-22,7.174693373,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,225,G-22,7.380801108,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,226,H-22,7.712083052,85.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,227,I-22,8.153295346,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,228,J-22,8.687705393,80.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,229,K-22,9.299259379,87.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,230,L-22,9.973776867,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,231,M-22,10.69935629,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,232,N-22,11.46630826,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,233,O-22,12.26687511,95.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,234,P-22,13.09489309,96.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,235,A-23,7.312744013,100.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,236,C-23,6.440203801,84.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,237,D-23,6.202920683,83.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,238,E-23,6.121782829,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,239,F-23,6.202920683,94.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,240,G-23,6.440203801,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,241,H-23,6.817347358,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,242,I-23,7.312744013,81.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,243,J-23,7.904190344,80.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,244,K-23,8.571827401,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,245,L-23,9.299259379,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,246,M-23,10.07354084,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,247,N-23,10.88467845,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,248,O-23,11.72502559,85.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,249,P-23,12.58873405,91.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,250,A-24,6.517378691,91.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,251,C-24,5.520527602,85.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,252,E-24,5.14550532,71.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,253,F-24,5.241776893,79.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,254,G-24,5.520527602,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,255,H-24,5.956192156,77.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,256,J-24,7.174693373,87.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,257,K-24,7.904190344,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,258,L-24,8.687705393,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,259,M-24,9.511899127,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,260,N-24,10.36707408,80.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,261,O-24,11.2461649,95.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,262,P-24,12.14397896,87.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,263,A-25,5.78586424,82.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,264,B-25,5.14550532,84.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,265,C-25,4.634244814,86.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,266,E-25,4.180457511,78.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,267,F-25,4.298397957,75.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,268,G-25,4.634244814,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,269,H-25,5.14550532,83.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,270,J-25,6.517378691,97.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,271,K-25,7.312744013,79.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,272,L-25,8.153295346,93.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,273,M-25,9.026418171,87.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,274,N-25,9.923518781,94.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,275,O-25,10.83864498,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,276,P-25,11.76759215,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,277,F-26,3.387657745,77.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,278,G-26,3.804763462,75.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,279,H-26,4.413187623,79.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,280,O-26,10.5107671,83.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,281,P-26,11.46630826,90.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,282,A-27,4.634244814,74.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,283,B-27,3.804763462,76.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,284,C-27,3.078347771,66.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,285,D-27,2.544842824,72.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,286,E-27,2.340133543,71.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,287,F-27,2.544842824,74.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,288,G-27,3.078347771,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,289,H-27,3.804763462,74.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,290,I-27,4.634244814,77.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,291,J-27,5.520527602,84.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,292,L-27,7.380801108,80.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,293,M-27,8.335239949,86.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,294,A-28,4.298397957,65.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,295,B-28,3.387657745,73.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,296,C-28,2.544842824,74.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,297,D-28,1.86446373,65.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,298,E-28,1.573602555,76.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,299,F-28,1.86446373,77.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,300,G-28,2.544842824,72.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,301,H-28,3.387657745,74.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,302,J-28,5.241776893,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,303,K-28,6.202920683,69.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,304,L-28,7.174693373,69.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,305,M-28,8.153295346,77.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,306,B-29,3.236699708,72.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,307,C-29,2.340133543,77.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,308,D-29,1.573602555,64.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,309,F-29,1.573602555,71.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,310,G-29,2.340133543,68.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,311,H-29,3.236699708,84.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,312,I-29,4.180457511,84.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,313,J-29,5.14550532,81.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,314,K-29,6.121782829,81.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,315,L-29,7.104662202,82.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,316,M-29,8.09173807,74.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,317,C-30,2.544842824,70.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,318,D-30,1.86446373,81.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,319,E-30,1.573602555,66.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,320,F-30,1.86446373,69.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,321,G-30,2.544842824,84.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,322,H-30,3.387657745,72.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,323,A-31,4.634244814,73.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,324,B-31,3.804763462,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,325,C-31,3.078347771,73.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,326,D-31,2.544842824,83.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,327,E-31,2.340133543,88.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,328,F-31,2.544842824,75.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,329,G-31,3.078347771,74.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,330,H-31,3.804763462,74.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,331,J-31,5.520527602,82.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,332,L-31,7.380801108,91.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,333,M-31,8.335239949,94.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,334,A-32,5.14550532,78.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,335,B-32,4.413187623,77.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,336,C-32,3.804763462,74.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,337,D-32,3.387657745,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,338,E-32,3.236699708,75.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,339,F-32,3.387657745,78.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,340,G-32,3.804763462,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,341,H-32,4.413187623,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,342,J-32,5.956192156,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,343,M-32,8.629960892,96.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,344,C-33,4.634244814,71.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,345,D-33,4.298397957,86.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,346,E-33,4.180457511,84.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,347,F-33,4.298397957,75.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,348,G-33,4.634244814,79.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,349,H-33,5.14550532,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,350,J-33,6.517378691,83.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,351,K-33,7.312744013,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,352,L-33,8.153295346,99.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,353,M-33,9.026418171,94.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,354,N-33,9.923518781,88.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,355,A-34,6.517378691,84.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,356,B-34,5.956192156,84.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,357,C-34,5.520527602,80.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,358,D-34,5.241776893,86.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,359,E-34,5.14550532,94.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,360,F-34,5.241776893,93.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,361,G-34,5.520527602,86.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,362,H-34,5.956192156,78.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,363,I-34,6.517378691,82.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,364,J-34,7.174693373,79.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,365,K-34,7.904190344,82.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,366,A-35,7.312744013,80.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,367,B-35,6.817347358,78.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,368,C-35,6.440203801,77.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,369,D-35,6.202920683,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,370,E-35,6.121782829,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,371,F-35,6.202920683,96.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,372,G-35,6.440203801,91.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,373,H-35,6.817347358,79.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,374,I-35,7.312744013,89.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,375,J-35,7.904190344,88.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,376,K-35,8.571827401,84.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,377,L-35,9.299259379,90.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,378,M-35,10.07354084,91.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,379,N-35,10.88467845,100.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,380,O-35,11.72502559,92.0,1.0,2.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,381,P-35,12.58873405,94.0,1.0,2.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,382,A-36,8.153295346,86.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,383,B-36,7.712083052,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,384,C-36,7.380801108,-60.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,385,D-36,7.174693373,87.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,386,E-36,7.104662202,84.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,387,F-36,7.174693373,86.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,388,G-36,7.380801108,97.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,389,H-36,7.712083052,80.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,390,I-36,8.153295346,93.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,391,J-36,8.687705393,86.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,392,K-36,9.299259379,82.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,393,L-36,9.973776867,94.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,394,M-36,10.69935629,91.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,395,N-36,11.46630826,86.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,396,O-36,12.26687511,93.0,1.0,2.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,397,A-37,9.026418171,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,398,B-37,8.629960892,82.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,399,D-37,8.153295346,86.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,400,E-37,8.09173807,88.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,401,F-37,8.153295346,91.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,402,G-37,8.335239949,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,403,H-37,8.629960892,78.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,404,K-37,10.07354084,95.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,405,L-37,10.69935629,90.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,406,M-37,11.37876202,97.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,407,N-37,12.10273626,95.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,408,O-37,12.86375626,92.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,409,P-37,13.65562979,92.0,2.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,410,A-38,9.923518781,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,411,B-38,9.564320415,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,412,C-38,9.299259379,85.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,413,D-38,9.136532439,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,414,E-38,9.081642197,88.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,415,F-38,9.136532439,84.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,416,G-38,9.299259379,81.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,417,H-38,9.564320415,81.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,418,I-38,9.923518781,97.0,4.0,0.0,0.0,0.0,0.0,,elevator
